Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,reaction time,stimulus,button pressed
1,1600800780918,22/09/2020 18:53:00,1600800778615,1,22/09/2020 19:52:58,26456,5,task-qgn4,,6896872,5f0ed3148eb7cc2564162516,1991422,,complete,,5f6a479bf87d730e9529c991,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.102,1536x864,1536x722,,HeadphonesCheck,1,3466.05000004638,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1600800785469,22/09/2020 18:53:05,1600800783213,1,22/09/2020 19:53:03,26456,5,task-qgn4,,6896872,5f0ed3148eb7cc2564162516,1991422,,complete,,5f6a479bf87d730e9529c991,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.102,1536x864,1536x722,,HeadphonesCheck,1,4590.849999920465,/task/40825/1/asset/Dog.mp3,1
3,1600800788429,22/09/2020 18:53:08,1600800786166,1,22/09/2020 19:53:06,26456,5,task-qgn4,,6896872,5f0ed3148eb7cc2564162516,1991422,,complete,,5f6a479bf87d730e9529c991,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.102,1536x864,1536x722,,HeadphonesCheck,1,2951.2950000353158,/task/40825/1/asset/Owl.mp3,0
4,1600800790009,22/09/2020 18:53:10,1600800787750,1,22/09/2020 19:53:07,26456,5,task-qgn4,,6896872,5f0ed3148eb7cc2564162516,1991422,,complete,,5f6a479bf87d730e9529c991,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.102,1536x864,1536x722,,HeadphonesCheck,1,1582.7450000215322,/task/40825/1/asset/Goat.mp3,0
1,1600797125160,22/09/2020 17:52:05,1600797132464,-7,22/09/2020 10:52:12,26456,5,task-qgn4,,6895835,5f236a8268241d13568e4de0,1991175,,complete,,5f6a3724e18c880abd3bc17c,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,1600x900,1600x757,,HeadphonesCheck,1,14341.914999997243,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1600797128420,22/09/2020 17:52:08,1600797136214,-7,22/09/2020 10:52:16,26456,5,task-qgn4,,6895835,5f236a8268241d13568e4de0,1991175,,complete,,5f6a3724e18c880abd3bc17c,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,1600x900,1600x757,,HeadphonesCheck,1,3709.915000014007,/task/40825/1/asset/Dog.mp3,1
3,1600797138363,22/09/2020 17:52:18,1600797145657,-7,22/09/2020 10:52:25,26456,5,task-qgn4,,6895835,5f236a8268241d13568e4de0,1991175,,complete,,5f6a3724e18c880abd3bc17c,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,1600x900,1600x757,,HeadphonesCheck,1,9427.42000008002,/task/40825/1/asset/Owl.mp3,0
4,1600797143895,22/09/2020 17:52:23,1600797151304,-7,22/09/2020 10:52:31,26456,5,task-qgn4,,6895835,5f236a8268241d13568e4de0,1991175,,complete,,5f6a3724e18c880abd3bc17c,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.135,1600x900,1600x757,,HeadphonesCheck,1,5636.11500011757,/task/40825/1/asset/Goat.mp3,0
1,1600797109903,22/09/2020 17:51:49,1600797108251,1,22/09/2020 18:51:48,26456,5,task-qgn4,,6895837,5e8b331f3a32c37f02c964bf,1991177,,complete,,5f6a364f354cc70affc86ff1,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,,HeadphonesCheck,1,4790.274999999383,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1600797113512,22/09/2020 17:51:53,1600797111884,1,22/09/2020 18:51:51,26456,5,task-qgn4,,6895837,5e8b331f3a32c37f02c964bf,1991177,,complete,,5f6a364f354cc70affc86ff1,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,,HeadphonesCheck,1,3622.0650000004753,/task/40825/1/asset/Dog.mp3,1
