Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,reaction time,stimulus,button pressed
1,1600358710794,17/09/2020 16:05:10,1600358710441,1,17/09/2020 17:05:10,26113,2,task-qgn4,,6835623,5f40d6c251a8cd21d01b6f40,1972403,,complete,,5f6388c6218ee907fd51a499,computer,Desktop or Laptop,Chromium OS 13099.110.0,Chrome 84.0.4147.136,1366x768,1366x649,,HeadphonesCheck,1,12013.964999999189,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1600358714138,17/09/2020 16:05:14,1600358713807,1,17/09/2020 17:05:13,26113,2,task-qgn4,,6835623,5f40d6c251a8cd21d01b6f40,1972403,,complete,,5f6388c6218ee907fd51a499,computer,Desktop or Laptop,Chromium OS 13099.110.0,Chrome 84.0.4147.136,1366x768,1366x649,,HeadphonesCheck,1,3342.4999999997453,/task/40825/1/asset/Dog.mp3,1
3,1600358723028,17/09/2020 16:05:23,1600358722712,1,17/09/2020 17:05:22,26113,2,task-qgn4,,6835623,5f40d6c251a8cd21d01b6f40,1972403,,complete,,5f6388c6218ee907fd51a499,computer,Desktop or Laptop,Chromium OS 13099.110.0,Chrome 84.0.4147.136,1366x768,1366x649,,HeadphonesCheck,1,8897.03499999996,/task/40825/1/asset/Owl.mp3,0
4,1600358726144,17/09/2020 16:05:26,1600358725676,1,17/09/2020 17:05:25,26113,2,task-qgn4,,6835623,5f40d6c251a8cd21d01b6f40,1972403,,complete,,5f6388c6218ee907fd51a499,computer,Desktop or Laptop,Chromium OS 13099.110.0,Chrome 84.0.4147.136,1366x768,1366x649,,HeadphonesCheck,1,2956.119999999828,/task/40825/1/asset/Goat.mp3,0
1,1600358781165,17/09/2020 16:06:21,1600358780883,1,17/09/2020 17:06:20,26113,2,task-qgn4,,6835681,5ec403f0450ed70c4231f200,1972420,,complete,,5f63891bc6c85c07a9cc5335,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 85.0.4183.102,1366x768,1366x666,,HeadphonesCheck,1,6430.095000000023,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1600358783697,17/09/2020 16:06:23,1600358783440,1,17/09/2020 17:06:23,26113,2,task-qgn4,,6835681,5ec403f0450ed70c4231f200,1972420,,complete,,5f63891bc6c85c07a9cc5335,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 85.0.4183.102,1366x768,1366x666,,HeadphonesCheck,1,2533.469999999994,/task/40825/1/asset/Dog.mp3,1
3,1600358787088,17/09/2020 16:06:27,1600358786894,1,17/09/2020 17:06:26,26113,2,task-qgn4,,6835681,5ec403f0450ed70c4231f200,1972420,,complete,,5f63891bc6c85c07a9cc5335,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 85.0.4183.102,1366x768,1366x666,,HeadphonesCheck,1,3450.0150000000067,/task/40825/1/asset/Owl.mp3,0
4,1600358788760,17/09/2020 16:06:28,1600358788527,1,17/09/2020 17:06:28,26113,2,task-qgn4,,6835681,5ec403f0450ed70c4231f200,1972420,,complete,,5f63891bc6c85c07a9cc5335,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 85.0.4183.102,1366x768,1366x666,,HeadphonesCheck,1,1630.6150000000052,/task/40825/1/asset/Goat.mp3,0
1,1600358869561,17/09/2020 16:07:49,1600358868899,1,17/09/2020 17:07:48,26113,2,task-qgn4,,6835726,5c3f1d6522d8d800015b6e58,1972418,,complete,,5f63890633bdbd081ae110a5,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.102,1920x1080,1920x937,,HeadphonesCheck,1,3792.5650000106543,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1600358878680,17/09/2020 16:07:58,1600358877837,1,17/09/2020 17:07:57,26113,2,task-qgn4,,6835726,5c3f1d6522d8d800015b6e58,1972418,,complete,,5f63890633bdbd081ae110a5,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.102,1920x1080,1920x937,,HeadphonesCheck,1,8931.815000018105,/task/40825/1/asset/Dog.mp3,1
