Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,reaction time,stimulus,button pressed
1,1601395468335,29/09/2020 16:04:28,1601395338671,3,29/09/2020 19:02:18,27043,3,task-qgn4,,7003450,5c48aa0551c26300012d04d9,2023269,,complete,,5f735a6693e8dc05b46c4505,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,2560x1080,2048x750,,HeadphonesCheck,1,6222.314999991795,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1601395478627,29/09/2020 16:04:38,1601395349040,3,29/09/2020 19:02:29,27043,3,task-qgn4,,7003450,5c48aa0551c26300012d04d9,2023269,,complete,,5f735a6693e8dc05b46c4505,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,2560x1080,2048x750,,HeadphonesCheck,1,10361.160000000382,/task/40825/1/asset/Dog.mp3,1
3,1601395487676,29/09/2020 16:04:47,1601395358080,3,29/09/2020 19:02:38,27043,3,task-qgn4,,7003450,5c48aa0551c26300012d04d9,2023269,,complete,,5f735a6693e8dc05b46c4505,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,2560x1080,2048x750,,HeadphonesCheck,1,9037.570000000414,/task/40825/1/asset/Owl.mp3,0
4,1601395490791,29/09/2020 16:04:50,1601395361208,3,29/09/2020 19:02:41,27043,3,task-qgn4,,7003450,5c48aa0551c26300012d04d9,2023269,,complete,,5f735a6693e8dc05b46c4505,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,2560x1080,2048x750,,HeadphonesCheck,1,3126.3049999979557,/task/40825/1/asset/Goat.mp3,0
1,1601396943168,29/09/2020 16:29:03,1601396944949,2,29/09/2020 18:29:04,27043,3,task-qgn4,,7003452,5c5f33a97ba8710001f5e24d,2023274,,complete,,5f735a817507ea0579a51ea5,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,HeadphonesCheck,1,1480885.8550000004,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1601396945918,29/09/2020 16:29:05,1601396947996,2,29/09/2020 18:29:07,27043,3,task-qgn4,,7003452,5c5f33a97ba8710001f5e24d,2023274,,complete,,5f735a817507ea0579a51ea5,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,HeadphonesCheck,1,3036.625000066124,/task/40825/1/asset/Dog.mp3,1
3,1601396947574,29/09/2020 16:29:07,1601396949644,2,29/09/2020 18:29:09,27043,3,task-qgn4,,7003452,5c5f33a97ba8710001f5e24d,2023274,,complete,,5f735a817507ea0579a51ea5,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,HeadphonesCheck,1,1645.795000018552,/task/40825/1/asset/Owl.mp3,0
4,1601396949406,29/09/2020 16:29:09,1601396951460,2,29/09/2020 18:29:11,27043,3,task-qgn4,,7003452,5c5f33a97ba8710001f5e24d,2023274,,complete,,5f735a817507ea0579a51ea5,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,HeadphonesCheck,1,1814.089999999851,/task/40825/1/asset/Goat.mp3,0
1,1601395505909,29/09/2020 16:05:05,1601395505326,2,29/09/2020 18:05:05,27043,3,task-qgn4,,7003463,5df4b13aa1f36134572bf088,2023279,,complete,,5f735ad5862110052cfe00bc,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x896,,HeadphonesCheck,1,9489.455000002636,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1601395623195,29/09/2020 16:07:03,1601395622645,2,29/09/2020 18:07:02,27043,3,task-qgn4,,7003463,5df4b13aa1f36134572bf088,2023279,,complete,,5f735ad5862110052cfe00bc,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x896,,HeadphonesCheck,1,117310.83500001114,/task/40825/1/asset/Dog.mp3,1
3,1601395625011,29/09/2020 16:07:05,1601395624481,2,29/09/2020 18:07:04,27043,3,task-qgn4,,7003463,5df4b13aa1f36134572bf088,2023279,,complete,,5f735ad5862110052cfe00bc,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x896,,HeadphonesCheck,1,1829.3650000123307,/task/40825/1/asset/Owl.mp3,0
4,1601395626917,29/09/2020 16:07:06,1601395626388,2,29/09/2020 18:07:06,27043,3,task-qgn4,,7003463,5df4b13aa1f36134572bf088,2023279,,complete,,5f735ad5862110052cfe00bc,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x896,,HeadphonesCheck,1,1903.4000000101514,/task/40825/1/asset/Goat.mp3,0
1,1601395584350,29/09/2020 16:06:24,1601395587787,2,29/09/2020 18:06:27,27043,3,task-qgn4,,7003490,5eaa806f42d336000a074b14,2023283,,complete,,5f735ae6e002de06bcd4685b,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,2560x1440,2560x1297,,HeadphonesCheck,1,3428.5900000249967,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1601395587360,29/09/2020 16:06:27,1601395590966,2,29/09/2020 18:06:30,27043,3,task-qgn4,,7003490,5eaa806f42d336000a074b14,2023283,,complete,,5f735ae6e002de06bcd4685b,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,2560x1440,2560x1297,,HeadphonesCheck,1,3166.54499998549,/task/40825/1/asset/Dog.mp3,1
3,1601395589127,29/09/2020 16:06:29,1601395592722,2,29/09/2020 18:06:32,27043,3,task-qgn4,,7003490,5eaa806f42d336000a074b14,2023283,,complete,,5f735ae6e002de06bcd4685b,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,2560x1440,2560x1297,,HeadphonesCheck,1,1753.5899999784306,/task/40825/1/asset/Owl.mp3,0
4,1601395590877,29/09/2020 16:06:30,1601395594363,2,29/09/2020 18:06:34,27043,3,task-qgn4,,7003490,5eaa806f42d336000a074b14,2023283,,complete,,5f735ae6e002de06bcd4685b,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,2560x1440,2560x1297,,HeadphonesCheck,1,1638.5799999698065,/task/40825/1/asset/Goat.mp3,0
1,1601395597824,29/09/2020 16:06:37,1601395598130,2,29/09/2020 18:06:38,27043,3,task-qgn4,,7003495,5f1855cf1542050c468f9c3d,2023291,,complete,,5f735b39cd78b406ba30c314,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x941,,HeadphonesCheck,1,3814.8550000005343,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1601395601396,29/09/2020 16:06:41,1601395601704,2,29/09/2020 18:06:41,27043,3,task-qgn4,,7003495,5f1855cf1542050c468f9c3d,2023291,,complete,,5f735b39cd78b406ba30c314,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x941,,HeadphonesCheck,1,3563.6799999992945,/task/40825/1/asset/Dog.mp3,1
3,1601395604389,29/09/2020 16:06:44,1601395604719,2,29/09/2020 18:06:44,27043,3,task-qgn4,,7003495,5f1855cf1542050c468f9c3d,2023291,,complete,,5f735b39cd78b406ba30c314,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x941,,HeadphonesCheck,1,3011.980000001131,/task/40825/1/asset/Owl.mp3,0
4,1601395605913,29/09/2020 16:06:45,1601395606248,2,29/09/2020 18:06:46,27043,3,task-qgn4,,7003495,5f1855cf1542050c468f9c3d,2023291,,complete,,5f735b39cd78b406ba30c314,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x941,,HeadphonesCheck,1,1526.1300000001938,/task/40825/1/asset/Goat.mp3,0
1,1601395695954,29/09/2020 16:08:15,1601395695806,2,29/09/2020 18:08:15,27043,3,task-qgn4,,7003523,5f2af9bc1a903c473d55cb40,2023297,,complete,,5f735b68a161d206b85bb1f9,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,,HeadphonesCheck,1,4807.509999955073,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1601395701280,29/09/2020 16:08:21,1601395701189,2,29/09/2020 18:08:21,27043,3,task-qgn4,,7003523,5f2af9bc1a903c473d55cb40,2023297,,complete,,5f735b68a161d206b85bb1f9,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,,HeadphonesCheck,1,5343.5499999905005,/task/40825/1/asset/Dog.mp3,1
3,1601395704168,29/09/2020 16:08:24,1601395704073,2,29/09/2020 18:08:24,27043,3,task-qgn4,,7003523,5f2af9bc1a903c473d55cb40,2023297,,complete,,5f735b68a161d206b85bb1f9,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,,HeadphonesCheck,1,2878.480000072159,/task/40825/1/asset/Owl.mp3,0
4,1601395707043,29/09/2020 16:08:27,1601395706927,2,29/09/2020 18:08:26,27043,3,task-qgn4,,7003523,5f2af9bc1a903c473d55cb40,2023297,,complete,,5f735b68a161d206b85bb1f9,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,,HeadphonesCheck,1,2849.015000043437,/task/40825/1/asset/Goat.mp3,0
1,1601395714614,29/09/2020 16:08:34,1601395694134,2,29/09/2020 18:08:14,27043,3,task-qgn4,,7003532,5f5176476494183c40718758,2023295,,complete,,5f735b6ace5a6e05f15272ab,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x975,,HeadphonesCheck,1,5517.69999996759,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1601395719593,29/09/2020 16:08:39,1601395699154,2,29/09/2020 18:08:19,27043,3,task-qgn4,,7003532,5f5176476494183c40718758,2023295,,complete,,5f735b6ace5a6e05f15272ab,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x975,,HeadphonesCheck,1,4997.994999983348,/task/40825/1/asset/Dog.mp3,1
3,1601395721813,29/09/2020 16:08:41,1601395701384,2,29/09/2020 18:08:21,27043,3,task-qgn4,,7003532,5f5176476494183c40718758,2023295,,complete,,5f735b6ace5a6e05f15272ab,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x975,,HeadphonesCheck,1,2226.8199999816716,/task/40825/1/asset/Owl.mp3,0
4,1601395723235,29/09/2020 16:08:43,1601395702816,2,29/09/2020 18:08:22,27043,3,task-qgn4,,7003532,5f5176476494183c40718758,2023295,,complete,,5f735b6ace5a6e05f15272ab,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x975,,HeadphonesCheck,1,1429.6249999897555,/task/40825/1/asset/Goat.mp3,0
1,1601395755520,29/09/2020 16:09:15,1601395756033,3,29/09/2020 19:09:16,27043,3,task-qgn4,,7003545,5eea650b40df2415e6b3f6f6,2023300,,complete,,5f735b917110a60553fbf762,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,HeadphonesCheck,1,14993.844999931753,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1601395760682,29/09/2020 16:09:20,1601395761224,3,29/09/2020 19:09:21,27043,3,task-qgn4,,7003545,5eea650b40df2415e6b3f6f6,2023300,,complete,,5f735b917110a60553fbf762,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,HeadphonesCheck,1,5175.555000081658,/task/40825/1/asset/Dog.mp3,1
3,1601395766857,29/09/2020 16:09:26,1601395767608,3,29/09/2020 19:09:27,27043,3,task-qgn4,,7003545,5eea650b40df2415e6b3f6f6,2023300,,complete,,5f735b917110a60553fbf762,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,HeadphonesCheck,1,6377.195000182837,/task/40825/1/asset/Owl.mp3,0
4,1601395771039,29/09/2020 16:09:31,1601395771587,3,29/09/2020 19:09:31,27043,3,task-qgn4,,7003545,5eea650b40df2415e6b3f6f6,2023300,,complete,,5f735b917110a60553fbf762,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,HeadphonesCheck,1,3971.3149999734014,/task/40825/1/asset/Goat.mp3,0
1,1601395756879,29/09/2020 16:09:16,1601395757547,1,29/09/2020 17:09:17,27043,3,task-qgn4,,7003550,5d88ed51488d42001ed7796a,2023308,,complete,,5f735bdaf5036705e0a1aaf8,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x937,,HeadphonesCheck,1,3621.354999981122,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1601395760119,29/09/2020 16:09:20,1601395760699,1,29/09/2020 17:09:20,27043,3,task-qgn4,,7003550,5d88ed51488d42001ed7796a,2023308,,complete,,5f735bdaf5036705e0a1aaf8,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x937,,HeadphonesCheck,1,3143.8750000088476,/task/40825/1/asset/Dog.mp3,1
3,1601395761713,29/09/2020 16:09:21,1601395762444,1,29/09/2020 17:09:22,27043,3,task-qgn4,,7003550,5d88ed51488d42001ed7796a,2023308,,complete,,5f735bdaf5036705e0a1aaf8,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x937,,HeadphonesCheck,1,1742.8249999938998,/task/40825/1/asset/Owl.mp3,0
4,1601395764910,29/09/2020 16:09:24,1601395765626,1,29/09/2020 17:09:25,27043,3,task-qgn4,,7003550,5d88ed51488d42001ed7796a,2023308,,complete,,5f735bdaf5036705e0a1aaf8,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x937,,HeadphonesCheck,1,3181.0549999936484,/task/40825/1/asset/Goat.mp3,0
1,1601395782801,29/09/2020 16:09:42,1601395784160,2,29/09/2020 18:09:44,27043,3,task-qgn4,,7003561,5f480180b6c229273889a39f,2023318,,complete,,5f735c0493e8dc05b46c450d,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,HeadphonesCheck,1,5330.78000000387,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1601395786885,29/09/2020 16:09:46,1601395788249,2,29/09/2020 18:09:48,27043,3,task-qgn4,,7003561,5f480180b6c229273889a39f,2023318,,complete,,5f735c0493e8dc05b46c450d,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,HeadphonesCheck,1,4078.509999992093,/task/40825/1/asset/Dog.mp3,1
3,1601395788789,29/09/2020 16:09:48,1601395790151,2,29/09/2020 18:09:50,27043,3,task-qgn4,,7003561,5f480180b6c229273889a39f,2023318,,complete,,5f735c0493e8dc05b46c450d,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,HeadphonesCheck,1,1896.4899999991758,/task/40825/1/asset/Owl.mp3,0
4,1601395789960,29/09/2020 16:09:49,1601395791327,2,29/09/2020 18:09:51,27043,3,task-qgn4,,7003561,5f480180b6c229273889a39f,2023318,,complete,,5f735c0493e8dc05b46c450d,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,HeadphonesCheck,1,1174.0149999968708,/task/40825/1/asset/Goat.mp3,0
1,1601395883516,29/09/2020 16:11:23,1601395882240,2,29/09/2020 18:11:22,27043,3,task-qgn4,,7003563,5e1c83bc110ee9000c7a2b9a,2023321,,complete,,5f735c1468b6e7053d48ab1a,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,HeadphonesCheck,1,96495.77999999747,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1601395886804,29/09/2020 16:11:26,1601395885501,2,29/09/2020 18:11:25,27043,3,task-qgn4,,7003563,5e1c83bc110ee9000c7a2b9a,2023321,,complete,,5f735c1468b6e7053d48ab1a,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,HeadphonesCheck,1,3249.3699999758974,/task/40825/1/asset/Dog.mp3,1
3,1601395890409,29/09/2020 16:11:30,1601395889195,2,29/09/2020 18:11:29,27043,3,task-qgn4,,7003563,5e1c83bc110ee9000c7a2b9a,2023321,,complete,,5f735c1468b6e7053d48ab1a,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,HeadphonesCheck,1,3691.9249999918975,/task/40825/1/asset/Owl.mp3,0
4,1601395891991,29/09/2020 16:11:31,1601395890757,2,29/09/2020 18:11:30,27043,3,task-qgn4,,7003563,5e1c83bc110ee9000c7a2b9a,2023321,,complete,,5f735c1468b6e7053d48ab1a,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,HeadphonesCheck,1,1559.7349999588914,/task/40825/1/asset/Goat.mp3,0
1,1601395881416,29/09/2020 16:11:21,1601395881141,1,29/09/2020 17:11:21,27043,3,task-qgn4,,7003592,5d16539382c22b00155d9254,2023320,,complete,,5f735b1ae1fd5905f8ab82bc,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,,HeadphonesCheck,1,24718.249999918044,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1601395884235,29/09/2020 16:11:24,1601395884170,1,29/09/2020 17:11:24,27043,3,task-qgn4,,7003592,5d16539382c22b00155d9254,2023320,,complete,,5f735b1ae1fd5905f8ab82bc,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,,HeadphonesCheck,1,3018.140000058338,/task/40825/1/asset/Dog.mp3,1
3,1601395888481,29/09/2020 16:11:28,1601395888412,1,29/09/2020 17:11:28,27043,3,task-qgn4,,7003592,5d16539382c22b00155d9254,2023320,,complete,,5f735b1ae1fd5905f8ab82bc,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,,HeadphonesCheck,1,4234.505000058562,/task/40825/1/asset/Owl.mp3,0
4,1601395891471,29/09/2020 16:11:31,1601395891403,1,29/09/2020 17:11:31,27043,3,task-qgn4,,7003592,5d16539382c22b00155d9254,2023320,,complete,,5f735b1ae1fd5905f8ab82bc,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,,HeadphonesCheck,1,2982.669999822974,/task/40825/1/asset/Goat.mp3,0
1,1601395910202,29/09/2020 16:11:50,1601395911492,-3,29/09/2020 13:11:51,27043,3,task-qgn4,,7003596,5f161bb97eb01377e3f11075,2023325,,complete,,5f735bb6486ec4065587c6a4,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3987.149,1920x1080,1920x947,,HeadphonesCheck,1,12861.470000003465,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1601395912838,29/09/2020 16:11:52,1601395914163,-3,29/09/2020 13:11:54,27043,3,task-qgn4,,7003596,5f161bb97eb01377e3f11075,2023325,,complete,,5f735bb6486ec4065587c6a4,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3987.149,1920x1080,1920x947,,HeadphonesCheck,1,2649.8050000082003,/task/40825/1/asset/Dog.mp3,1
3,1601395915072,29/09/2020 16:11:55,1601395916407,-3,29/09/2020 13:11:56,27043,3,task-qgn4,,7003596,5f161bb97eb01377e3f11075,2023325,,complete,,5f735bb6486ec4065587c6a4,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3987.149,1920x1080,1920x947,,HeadphonesCheck,1,2242.050000000745,/task/40825/1/asset/Owl.mp3,0
4,1601395916276,29/09/2020 16:11:56,1601395917608,-3,29/09/2020 13:11:57,27043,3,task-qgn4,,7003596,5f161bb97eb01377e3f11075,2023325,,complete,,5f735bb6486ec4065587c6a4,computer,Desktop or Laptop,Windows 10,Chrome 80.0.3987.149,1920x1080,1920x947,,HeadphonesCheck,1,1199.1799999959767,/task/40825/1/asset/Goat.mp3,0
1,1601395965296,29/09/2020 16:12:45,1601395965373,-5,29/09/2020 11:12:45,27043,3,task-qgn4,,7003626,5f50500950ebb81cfa392427,2023332,,complete,,5f735c418377400640929916,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x937,,HeadphonesCheck,1,11529.20499999891,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1601395972116,29/09/2020 16:12:52,1601395972211,-5,29/09/2020 11:12:52,27043,3,task-qgn4,,7003626,5f50500950ebb81cfa392427,2023332,,complete,,5f735c418377400640929916,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x937,,HeadphonesCheck,1,6829.4500000047265,/task/40825/1/asset/Dog.mp3,1
3,1601395976568,29/09/2020 16:12:56,1601395976674,-5,29/09/2020 11:12:56,27043,3,task-qgn4,,7003626,5f50500950ebb81cfa392427,2023332,,complete,,5f735c418377400640929916,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x937,,HeadphonesCheck,1,4461.8200000113575,/task/40825/1/asset/Owl.mp3,0
4,1601395977800,29/09/2020 16:12:57,1601395977906,-5,29/09/2020 11:12:57,27043,3,task-qgn4,,7003626,5f50500950ebb81cfa392427,2023332,,complete,,5f735c418377400640929916,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x937,,HeadphonesCheck,1,1230.4350000049453,/task/40825/1/asset/Goat.mp3,0
1,1601395984005,29/09/2020 16:13:04,1601395985030,1,29/09/2020 17:13:05,27043,3,task-qgn4,,7003636,5f4e5955e4fe380175925821,2023323,,complete,,5f735c1fc8ef7306b377a9cd,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,HeadphonesCheck,1,4800.169999944046,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
