Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,reaction time,key pressed,builtin rt,end_time,start_time,response,
21,1601310959727,28/09/2020 16:35:59,1601310959670,2,28/09/2020 18:35:59,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,1861,40,1859.0400000102818,1601310959566,1601310957705,,
22,1601310960071,28/09/2020 16:36:00,1601310959676,2,28/09/2020 18:35:59,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,,,,,,,
23,1601310960399,28/09/2020 16:36:00,1601310960075,2,28/09/2020 18:36:00,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,295,40,293.9899999764748,1601310959973,1601310959678,,
24,1601310960399,28/09/2020 16:36:00,1601310960332,2,28/09/2020 18:36:00,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,152,40,151.9700000062585,1601310960229,1601310960077,,
25,1601310960712,28/09/2020 16:36:00,1601310960500,2,28/09/2020 18:36:00,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,63,40,61.944999964907765,1601310960397,1601310960334,,
26,1601310961024,28/09/2020 16:36:01,1601310960692,2,28/09/2020 18:36:00,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,89,40,88.62499997485429,1601310960589,1601310960500,,
27,1601310961024,28/09/2020 16:36:01,1601310960876,2,28/09/2020 18:36:00,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,79,40,78.11999996192753,1601310960773,1601310960694,,
28,1601310961321,28/09/2020 16:36:01,1601310961059,2,28/09/2020 18:36:01,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,80,40,78.54000001680106,1601310960957,1601310960877,,
29,1601310961321,28/09/2020 16:36:01,1601310961253,2,28/09/2020 18:36:01,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,86,40,85.45000001322478,1601310961149,1601310961063,,
30,1601310961602,28/09/2020 16:36:01,1601310961433,2,28/09/2020 18:36:01,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,77,40,76.34499995037913,1601310961332,1601310961255,,
31,1601310961946,28/09/2020 16:36:01,1601310961619,2,28/09/2020 18:36:01,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,82,40,81.44499995978549,1601310961517,1601310961435,,
32,1601310961946,28/09/2020 16:36:01,1601310961804,2,28/09/2020 18:36:01,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,81,40,80.61000000452623,1601310961701,1601310961620,,
33,1601310962242,28/09/2020 16:36:02,1601310961980,2,28/09/2020 18:36:01,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,71,40,70.81000000471249,1601310961877,1601310961806,,
34,1601310962242,28/09/2020 16:36:02,1601310962164,2,28/09/2020 18:36:02,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,80,40,79.32999997865409,1601310962061,1601310961981,,
35,1601310962546,28/09/2020 16:36:02,1601310962364,2,28/09/2020 18:36:02,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,95,40,94.89500004565343,1601310962261,1601310962166,,
36,1601310962873,28/09/2020 16:36:02,1601310962533,2,28/09/2020 18:36:02,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,64,40,62.8349999897182,1601310962429,1601310962365,,
37,1601310962873,28/09/2020 16:36:02,1601310962714,2,28/09/2020 18:36:02,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,78,40,77.97499996377155,1601310962612,1601310962534,,
38,1601310963192,28/09/2020 16:36:03,1601310962899,2,28/09/2020 18:36:02,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,81,40,79.54000000609085,1601310962797,1601310962716,,
39,1601310963192,28/09/2020 16:36:03,1601310963090,2,28/09/2020 18:36:03,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,88,40,87.4199999962002,1601310962988,1601310962900,,
40,1601310963538,28/09/2020 16:36:03,1601310963298,2,28/09/2020 18:36:03,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,105,40,103.33000001264736,1601310963197,1601310963092,,
41,1601310963538,28/09/2020 16:36:03,1601310963477,2,28/09/2020 18:36:03,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,74,40,73.09999997960404,1601310963373,1601310963299,,
42,1601310964023,28/09/2020 16:36:04,1601310963981,2,28/09/2020 18:36:03,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,398,40,395.9799999720417,1601310963877,1601310963479,,
43,1601310964351,28/09/2020 16:36:04,1601310964155,2,28/09/2020 18:36:04,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,66,40,64.6899999701418,1601310964053,1601310963987,,
44,1601310964679,28/09/2020 16:36:04,1601310964316,2,28/09/2020 18:36:04,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,57,40,55.6549999746494,1601310964214,1601310964157,,
45,1601310964679,28/09/2020 16:36:04,1601310964501,2,28/09/2020 18:36:04,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,80,40,79.6400000108406,1601310964397,1601310964317,,
46,1601310965117,28/09/2020 16:36:05,1601310964677,2,28/09/2020 18:36:04,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,69,40,67.15000001713634,1601310964572,1601310964503,,
47,1601310965117,28/09/2020 16:36:05,1601310964853,2,28/09/2020 18:36:04,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,71,40,70.4799999948591,1601310964750,1601310964679,,
48,1601310965413,28/09/2020 16:36:05,1601310965029,2,28/09/2020 18:36:05,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,71,40,70.68000000435859,1601310964926,1601310964855,,
49,1601310965413,28/09/2020 16:36:05,1601310965221,2,28/09/2020 18:36:05,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,87,40,86.44500002264977,1601310965117,1601310965030,,
50,1601310965742,28/09/2020 16:36:05,1601310965388,2,28/09/2020 18:36:05,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,63,40,61.975000018719584,1601310965285,1601310965222,,
51,1601310965742,28/09/2020 16:36:05,1601310965563,2,28/09/2020 18:36:05,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,71,40,70.8149999845773,1601310965461,1601310965390,,
52,1601310966086,28/09/2020 16:36:06,1601310965731,2,28/09/2020 18:36:05,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,65,40,64.8700000019744,1601310965629,1601310965564,,
53,1601310966086,28/09/2020 16:36:06,1601310965900,2,28/09/2020 18:36:05,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,59,40,58.44499997328967,1601310965797,1601310965738,,
54,1601310966367,28/09/2020 16:36:06,1601310966083,2,28/09/2020 18:36:06,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,80,40,79.25000000977889,1601310965981,1601310965901,,
55,1601310966367,28/09/2020 16:36:06,1601310966243,2,28/09/2020 18:36:06,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,57,40,56.274999980814755,1601310966141,1601310966084,,
56,1601310966686,28/09/2020 16:36:06,1601310966412,2,28/09/2020 18:36:06,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,64,40,63.32499999552965,1601310966309,1601310966245,,
57,1601310966686,28/09/2020 16:36:06,1601310966573,2,28/09/2020 18:36:06,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,57,40,56.04499997571111,1601310966470,1601310966413,,
58,1601310966998,28/09/2020 16:36:06,1601310966749,2,28/09/2020 18:36:06,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,71,40,70.15500002307817,1601310966646,1601310966575,,
59,1601310966998,28/09/2020 16:36:06,1601310966917,2,28/09/2020 18:36:06,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,62,40,61.07499997597188,1601310966813,1601310966751,,
60,1601310967326,28/09/2020 16:36:07,1601310967099,2,28/09/2020 18:36:07,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,77,40,74.7550000087358,1601310966996,1601310966919,,
61,1601310967623,28/09/2020 16:36:07,1601310967277,2,28/09/2020 18:36:07,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,72,40,70.95999998273328,1601310967173,1601310967101,,
62,1601310967623,28/09/2020 16:36:07,1601310967441,2,28/09/2020 18:36:07,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,61,40,59.71000000135973,1601310967340,1601310967279,,
63,1601310967951,28/09/2020 16:36:07,1601310967604,2,28/09/2020 18:36:07,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,58,40,57.529999990947545,1601310967501,1601310967443,,
64,1601310967951,28/09/2020 16:36:07,1601310967764,2,28/09/2020 18:36:07,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,56,40,56.05500005185604,1601310967661,1601310967605,,
65,1601310968248,28/09/2020 16:36:08,1601310967932,2,28/09/2020 18:36:07,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,64,40,63.039999979082495,1601310967829,1601310967765,,
66,1601310968248,28/09/2020 16:36:08,1601310968092,2,28/09/2020 18:36:08,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,55,40,54.74500003037974,1601310967989,1601310967934,,
67,1601310968547,28/09/2020 16:36:08,1601310968260,2,28/09/2020 18:36:08,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,65,40,64.59999998332933,1601310968157,1601310968092,,
68,1601310968547,28/09/2020 16:36:08,1601310968419,2,28/09/2020 18:36:08,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,55,40,53.75000002095476,1601310968317,1601310968262,,
69,1601310968849,28/09/2020 16:36:08,1601310968589,2,28/09/2020 18:36:08,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,65,40,64.4849999807775,1601310968485,1601310968420,,
70,1601310968849,28/09/2020 16:36:08,1601310968754,2,28/09/2020 18:36:08,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,62,40,61.640000029001385,1601310968652,1601310968590,,
71,1601310969208,28/09/2020 16:36:09,1601310968930,2,28/09/2020 18:36:08,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,73,40,71.94499997422099,1601310968828,1601310968755,,
72,1601310969208,28/09/2020 16:36:09,1601310969092,2,28/09/2020 18:36:09,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,57,40,56.25500000314787,1601310968989,1601310968932,,
73,1601310969583,28/09/2020 16:36:09,1601310969266,2,28/09/2020 18:36:09,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,69,40,67.95499997679144,1601310969164,1601310969095,,
74,1601310969583,28/09/2020 16:36:09,1601310969434,2,28/09/2020 18:36:09,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,64,40,63.27500002225861,1601310969332,1601310969268,,
75,1601310969989,28/09/2020 16:36:09,1601310969611,2,28/09/2020 18:36:09,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,73,40,72.57999997818843,1601310969509,1601310969436,,
76,1601310969989,28/09/2020 16:36:09,1601310969780,2,28/09/2020 18:36:09,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,65,40,65.03500003600493,1601310969677,1601310969612,,
77,1601310969989,28/09/2020 16:36:09,1601310969782,2,28/09/2020 18:36:09,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,,,,,,,
78,1601310969989,28/09/2020 16:36:09,1601310969784,2,28/09/2020 18:36:09,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,,,,,,,
79,1601310970287,28/09/2020 16:36:10,1601310969945,2,28/09/2020 18:36:09,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,59,40,57.88500001654029,1601310969844,1601310969785,,
80,1601310970287,28/09/2020 16:36:10,1601310969946,2,28/09/2020 18:36:09,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,,,,,,,
81,1601310970287,28/09/2020 16:36:10,1601310970124,2,28/09/2020 18:36:10,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,74,40,72.3349999752827,1601310970022,1601310969948,,
82,1601310970615,28/09/2020 16:36:10,1601310970292,2,28/09/2020 18:36:10,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,63,40,61.95000000298023,1601310970189,1601310970126,,
83,1601310970615,28/09/2020 16:36:10,1601310970444,2,28/09/2020 18:36:10,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,48,40,47.66500002006069,1601310970340,1601310970292,,
84,1601310970927,28/09/2020 16:36:10,1601310970612,2,28/09/2020 18:36:10,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,63,40,62.19500000588596,1601310970509,1601310970446,,
85,1601310970927,28/09/2020 16:36:10,1601310970780,2,28/09/2020 18:36:10,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,64,40,63.51499998709187,1601310970677,1601310970613,,
86,1601310971255,28/09/2020 16:36:11,1601310970932,2,28/09/2020 18:36:10,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,48,40,47.120000002905726,1601310970829,1601310970781,,
87,1601310971255,28/09/2020 16:36:11,1601310971116,2,28/09/2020 18:36:11,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,81,40,80.48000000417233,1601310971014,1601310970933,,
88,1601310971583,28/09/2020 16:36:11,1601310971284,2,28/09/2020 18:36:11,26806,3,task-wu2f,,6990644,5efb11b64187a502399fdfc3,2016753,,complete,,5f720d31beed7a0d28b1f40,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1680x1050,1680x907,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,64,40,63.10999998822808,1601310971181,1601310971117,,
