Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,reaction time,key pressed,builtin rt,end_time,start_time,response,
118,1601310496153,28/09/2020 16:28:16,1601310498218,2,28/09/2020 18:28:18,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,19,40,17.63999997638166,1601310498115,1601310498096,,
119,1601310496278,28/09/2020 16:28:16,1601310498332,2,28/09/2020 18:28:18,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,6,40,5.34999999217689,1601310498230,1601310498224,,
120,1601310496403,28/09/2020 16:28:16,1601310498439,2,28/09/2020 18:28:18,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,2,40,0.9449999779462814,1601310498337,1601310498335,,
121,1601310496528,28/09/2020 16:28:16,1601310498557,2,28/09/2020 18:28:18,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,15,40,13.44000012613833,1601310498456,1601310498441,,
122,1601310496794,28/09/2020 16:28:16,1601310498689,2,28/09/2020 18:28:18,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,26,40,25.415000040084124,1601310498585,1601310498559,,
123,1601310496983,28/09/2020 16:28:16,1601310498798,2,28/09/2020 18:28:18,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,3,40,1.39999995008111,1601310498695,1601310498692,,
124,1601310496983,28/09/2020 16:28:16,1601310498924,2,28/09/2020 18:28:18,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,22,40,21.424999926239252,1601310498822,1601310498800,,
125,1601310496983,28/09/2020 16:28:16,1601310499032,2,28/09/2020 18:28:19,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,2,40,0.9649998974055052,1601310498929,1601310498927,,
126,1601310497124,28/09/2020 16:28:17,1601310499154,2,28/09/2020 18:28:19,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,16,40,14.565000077709556,1601310499051,1601310499035,,
127,1601310497249,28/09/2020 16:28:17,1601310499271,2,28/09/2020 18:28:19,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,12,40,10.604999959468842,1601310499168,1601310499156,,
128,1601310497374,28/09/2020 16:28:17,1601310499395,2,28/09/2020 18:28:19,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,18,40,16.55499986372888,1601310499291,1601310499273,,
129,1601310497500,28/09/2020 16:28:17,1601310499508,2,28/09/2020 18:28:19,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,8,40,7.190000033006072,1601310499405,1601310499397,,
130,1601310497608,28/09/2020 16:28:17,1601310499627,2,28/09/2020 18:28:19,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,15,40,14.22500004991889,1601310499525,1601310499510,,
131,1601310497952,28/09/2020 16:28:17,1601310499748,2,28/09/2020 18:28:19,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,18,40,16.92000008188188,1601310499646,1601310499628,,
132,1601310497952,28/09/2020 16:28:17,1601310499854,2,28/09/2020 18:28:19,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,2,40,1.6150001902133226,1601310499751,1601310499749,,
133,1601310497952,28/09/2020 16:28:17,1601310500006,2,28/09/2020 18:28:20,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,44,40,43.769999872893095,1601310499901,1601310499857,,
134,1601310498140,28/09/2020 16:28:18,1601310500228,2,28/09/2020 18:28:20,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,117,40,116.00999999791384,1601310500125,1601310500008,,
135,1601310498265,28/09/2020 16:28:18,1601310500338,2,28/09/2020 18:28:20,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,2,40,1.1950000189244747,1601310500234,1601310500232,,
136,1601310498484,28/09/2020 16:28:18,1601310500557,2,28/09/2020 18:28:20,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,112,40,110.48499983735383,1601310500454,1601310500342,,
137,1601310498608,28/09/2020 16:28:18,1601310500688,2,28/09/2020 18:28:20,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,25,40,23.43999990262091,1601310500586,1601310500561,,
138,1601310498734,28/09/2020 16:28:18,1601310500814,2,28/09/2020 18:28:20,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,20,40,18.24500015936792,1601310500712,1601310500692,,
139,1601310498859,28/09/2020 16:28:18,1601310500945,2,28/09/2020 18:28:20,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,28,40,26.729999808594584,1601310500843,1601310500815,,
140,1601310498968,28/09/2020 16:28:18,1601310501058,2,28/09/2020 18:28:21,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,4,40,2.1249998826533556,1601310500953,1601310500949,,
141,1601310499155,28/09/2020 16:28:19,1601310501173,2,28/09/2020 18:28:21,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,9,40,8.064999943599105,1601310501071,1601310501062,,
142,1601310499265,28/09/2020 16:28:19,1601310501293,2,28/09/2020 18:28:21,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,16,40,14.715000055730343,1601310501191,1601310501175,,
143,1601310499375,28/09/2020 16:28:19,1601310501403,2,28/09/2020 18:28:21,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,5,40,4.029999952763319,1601310501299,1601310501294,,
144,1601310499500,28/09/2020 16:28:19,1601310501545,2,28/09/2020 18:28:21,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,39,40,37.64500003308058,1601310501443,1601310501404,,
145,1601310499658,28/09/2020 16:28:19,1601310501686,2,28/09/2020 18:28:21,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,37,40,35.300000105053186,1601310501583,1601310501546,,
146,1601310499782,28/09/2020 16:28:19,1601310501841,2,28/09/2020 18:28:21,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,51,40,49.50500000268221,1601310501739,1601310501688,,
147,1601310499892,28/09/2020 16:28:19,1601310501978,2,28/09/2020 18:28:21,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,31,40,30.16999992541969,1601310501875,1601310501844,,
148,1601310500048,28/09/2020 16:28:20,1601310502121,2,28/09/2020 18:28:22,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,39,40,38.2099999114871,1601310502019,1601310501980,,
149,1601310500330,28/09/2020 16:28:20,1601310502317,2,28/09/2020 18:28:22,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,90,40,88.70500000193715,1601310502216,1601310502126,,
150,1601310500455,28/09/2020 16:28:20,1601310502459,2,28/09/2020 18:28:22,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,33,40,31.65000001899898,1601310502357,1601310502324,,
151,1601310500455,28/09/2020 16:28:20,1601310502461,2,28/09/2020 18:28:22,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,,,,,,,
152,1601310500455,28/09/2020 16:28:20,1601310502463,2,28/09/2020 18:28:22,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,,,,,,,
153,1601310500455,28/09/2020 16:28:20,1601310502465,2,28/09/2020 18:28:22,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,,,,,,,
154,1601310510464,28/09/2020 16:28:30,1601310512537,2,28/09/2020 18:28:32,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,10067,32,10066.029999870807,1601310512537,1601310502470,,
155,1601310510589,28/09/2020 16:28:30,1601310512541,2,28/09/2020 18:28:32,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,,,,,,,
156,1601310514280,28/09/2020 16:28:34,1601310516366,2,28/09/2020 18:28:36,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,3823,32,3822.5150001235306,1601310516365,1601310512542,,
157,1601310525510,28/09/2020 16:28:45,1601310527570,2,28/09/2020 18:28:47,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,11196.654999861494,,,,,0,
158,1601310528408,28/09/2020 16:28:48,1601310530489,2,28/09/2020 18:28:50,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,2914.8999999742955,32,,,,,
159,1601310535799,28/09/2020 16:28:55,1601310537860,2,28/09/2020 18:28:57,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,7364.18000003323,,,,,100,
160,1601310537346,28/09/2020 16:28:57,1601310539412,2,28/09/2020 18:28:59,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,1548.7499998416752,32,,,,,
161,1601310542104,28/09/2020 16:29:02,1601310544137,2,28/09/2020 18:29:04,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,4717.8199999034405,,,,,77,
162,1601310564432,28/09/2020 16:29:24,1601310566495,2,28/09/2020 18:29:26,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,16353.4450000152,84,,,,,
163,1601310576441,28/09/2020 16:29:36,1601310578498,2,28/09/2020 18:29:38,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,5995.515000075102,70,,,,,
164,1601310595076,28/09/2020 16:29:55,1601310597121,2,28/09/2020 18:29:57,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,6616.639999905601,84,,,,,
165,1601310601903,28/09/2020 16:30:01,1601310603956,2,28/09/2020 18:30:03,26806,3,task-wu2f,,6990464,5d66dcbf6010f5001cbadeb7,2016702,,complete,,5f720da538427c0e2857db32,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,6828.874999890104,,,,,,
1,1601310396116,28/09/2020 16:26:36,1601310397187,3,28/09/2020 19:26:37,26806,3,task-wu2f,,6990467,5c90f5eae2d9fb0011385c58,2016687,,complete,,5f720d1f551f5c0dfbd7cb3d,computer,Desktop or Laptop,Windows 10,Chrome 69.1.0.3064,1920x1080,1858x983,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,16295,32,16293.400000082329,1601310397186,1601310380891,,
2,1601310405264,28/09/2020 16:26:45,1601310406401,3,28/09/2020 19:26:46,26806,3,task-wu2f,,6990467,5c90f5eae2d9fb0011385c58,2016687,,complete,,5f720d1f551f5c0dfbd7cb3d,computer,Desktop or Laptop,Windows 10,Chrome 69.1.0.3064,1920x1080,1858x983,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,9213,32,9212.80000009574,1601310406401,1601310397188,,
3,1601310428818,28/09/2020 16:27:08,1601310429955,3,28/09/2020 19:27:09,26806,3,task-wu2f,,6990467,5c90f5eae2d9fb0011385c58,2016687,,complete,,5f720d1f551f5c0dfbd7cb3d,computer,Desktop or Laptop,Windows 10,Chrome 69.1.0.3064,1920x1080,1858x983,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,23552,32,23552.200000034645,1601310429954,1601310406402,,
4,1601310440514,28/09/2020 16:27:20,1601310441646,3,28/09/2020 19:27:21,26806,3,task-wu2f,,6990467,5c90f5eae2d9fb0011385c58,2016687,,complete,,5f720d1f551f5c0dfbd7cb3d,computer,Desktop or Laptop,Windows 10,Chrome 69.1.0.3064,1920x1080,1858x983,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,11689,32,11689.400000032037,1601310441646,1601310429957,,
5,1601310452721,28/09/2020 16:27:32,1601310453859,3,28/09/2020 19:27:33,26806,3,task-wu2f,,6990467,5c90f5eae2d9fb0011385c58,2016687,,complete,,5f720d1f551f5c0dfbd7cb3d,computer,Desktop or Laptop,Windows 10,Chrome 69.1.0.3064,1920x1080,1858x983,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,12212,32,12211.7000001017,1601310453859,1601310441647,,
6,1601310469807,28/09/2020 16:27:49,1601310470892,3,28/09/2020 19:27:50,26806,3,task-wu2f,,6990467,5c90f5eae2d9fb0011385c58,2016687,,complete,,5f720d1f551f5c0dfbd7cb3d,computer,Desktop or Laptop,Windows 10,Chrome 69.1.0.3064,1920x1080,1858x983,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,17032,32,17030.899999896064,1601310470892,1601310453860,,
7,1601310469932,28/09/2020 16:27:49,1601310470893,3,28/09/2020 19:27:50,26806,3,task-wu2f,,6990467,5c90f5eae2d9fb0011385c58,2016687,,complete,,5f720d1f551f5c0dfbd7cb3d,computer,Desktop or Laptop,Windows 10,Chrome 69.1.0.3064,1920x1080,1858x983,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,,,,,,,
8,1601310480218,28/09/2020 16:28:00,1601310481178,3,28/09/2020 19:28:01,26806,3,task-wu2f,,6990467,5c90f5eae2d9fb0011385c58,2016687,,complete,,5f720d1f551f5c0dfbd7cb3d,computer,Desktop or Laptop,Windows 10,Chrome 69.1.0.3064,1920x1080,1858x983,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,10281.300000147894,32,,,,,
9,1601310494115,28/09/2020 16:28:14,1601310495249,3,28/09/2020 19:28:15,26806,3,task-wu2f,,6990467,5c90f5eae2d9fb0011385c58,2016687,,complete,,5f720d1f551f5c0dfbd7cb3d,computer,Desktop or Laptop,Windows 10,Chrome 69.1.0.3064,1920x1080,1858x983,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,14070.999999996275,32,,,,,
10,1601310499876,28/09/2020 16:28:19,1601310500987,3,28/09/2020 19:28:20,26806,3,task-wu2f,,6990467,5c90f5eae2d9fb0011385c58,2016687,,complete,,5f720d1f551f5c0dfbd7cb3d,computer,Desktop or Laptop,Windows 10,Chrome 69.1.0.3064,1920x1080,1858x983,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,5736.100000096485,32,,,,,
11,1601310506010,28/09/2020 16:28:26,1601310507127,3,28/09/2020 19:28:27,26806,3,task-wu2f,,6990467,5c90f5eae2d9fb0011385c58,2016687,,complete,,5f720d1f551f5c0dfbd7cb3d,computer,Desktop or Laptop,Windows 10,Chrome 69.1.0.3064,1920x1080,1858x983,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,6138.099999865517,32,,,,,
12,1601310506244,28/09/2020 16:28:26,1601310507127,3,28/09/2020 19:28:27,26806,3,task-wu2f,,6990467,5c90f5eae2d9fb0011385c58,2016687,,complete,,5f720d1f551f5c0dfbd7cb3d,computer,Desktop or Laptop,Windows 10,Chrome 69.1.0.3064,1920x1080,1858x983,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,,,,,,,
13,1601310511780,28/09/2020 16:28:31,1601310512919,3,28/09/2020 19:28:32,26806,3,task-wu2f,,6990467,5c90f5eae2d9fb0011385c58,2016687,,complete,,5f720d1f551f5c0dfbd7cb3d,computer,Desktop or Laptop,Windows 10,Chrome 69.1.0.3064,1920x1080,1858x983,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,5790.7000000122935,32,,,,,
14,1601310519201,28/09/2020 16:28:39,1601310520331,3,28/09/2020 19:28:40,26806,3,task-wu2f,,6990467,5c90f5eae2d9fb0011385c58,2016687,,complete,,5f720d1f551f5c0dfbd7cb3d,computer,Desktop or Laptop,Windows 10,Chrome 69.1.0.3064,1920x1080,1858x983,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,7410.999999847263,32,,,,,
15,1601310519310,28/09/2020 16:28:39,1601310520333,3,28/09/2020 19:28:40,26806,3,task-wu2f,,6990467,5c90f5eae2d9fb0011385c58,2016687,,complete,,5f720d1f551f5c0dfbd7cb3d,computer,Desktop or Laptop,Windows 10,Chrome 69.1.0.3064,1920x1080,1858x983,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,,,,,,,
16,1601310525276,28/09/2020 16:28:45,1601310526398,3,28/09/2020 19:28:46,26806,3,task-wu2f,,6990467,5c90f5eae2d9fb0011385c58,2016687,,complete,,5f720d1f551f5c0dfbd7cb3d,computer,Desktop or Laptop,Windows 10,Chrome 69.1.0.3064,1920x1080,1858x983,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,6065,32,6064.4000000320375,1601310526398,1601310520333,,
17,1601310525401,28/09/2020 16:28:45,1601310526399,3,28/09/2020 19:28:46,26806,3,task-wu2f,,6990467,5c90f5eae2d9fb0011385c58,2016687,,complete,,5f720d1f551f5c0dfbd7cb3d,computer,Desktop or Laptop,Windows 10,Chrome 69.1.0.3064,1920x1080,1858x983,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,,,,,,,
18,1601310525401,28/09/2020 16:28:45,1601310526400,3,28/09/2020 19:28:46,26806,3,task-wu2f,,6990467,5c90f5eae2d9fb0011385c58,2016687,,complete,,5f720d1f551f5c0dfbd7cb3d,computer,Desktop or Laptop,Windows 10,Chrome 69.1.0.3064,1920x1080,1858x983,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,,,,,,,
19,1601310525401,28/09/2020 16:28:45,1601310526401,3,28/09/2020 19:28:46,26806,3,task-wu2f,,6990467,5c90f5eae2d9fb0011385c58,2016687,,complete,,5f720d1f551f5c0dfbd7cb3d,computer,Desktop or Laptop,Windows 10,Chrome 69.1.0.3064,1920x1080,1858x983,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,,,,,,,
20,1601310525401,28/09/2020 16:28:45,1601310526402,3,28/09/2020 19:28:46,26806,3,task-wu2f,,6990467,5c90f5eae2d9fb0011385c58,2016687,,complete,,5f720d1f551f5c0dfbd7cb3d,computer,Desktop or Laptop,Windows 10,Chrome 69.1.0.3064,1920x1080,1858x983,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,,,,,,,
21,1601310526542,28/09/2020 16:28:46,1601310527685,3,28/09/2020 19:28:47,26806,3,task-wu2f,,6990467,5c90f5eae2d9fb0011385c58,2016687,,complete,,5f720d1f551f5c0dfbd7cb3d,computer,Desktop or Laptop,Windows 10,Chrome 69.1.0.3064,1920x1080,1858x983,,Mood - random payment Post Max Tapping Instructions and Training Max 2.5,2,1181,40,1180.6000000797212,1601310527584,1601310526403,,
